Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation Of Protein Localization To Early Endosome (GO:1902966)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	EGF
Positive Regulation Of Protein Localization To Endosome (GO:1905668)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	EGF
Intermembrane Lipid Transfer (GO:0120009)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	ESYT1
Lactate Metabolic Process (GO:0006089)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	LDHD
Late Nucleophagy (GO:0044805)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	ATG2B
Multinuclear Osteoclast Differentiation (GO:0072674)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	TNFRSF11A
Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process (GO:1903069)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	NFE2L2
Proteasomal Protein Catabolic Process (GO:0010498)	4/123	0.04286011319082464	0.24037726898781892	0	0	3.1639384077330353	9.965816378099458	KLHL22;ATF6;PJA2;NFE2L2
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243)	2/31	0.04304406593998728	0.24037726898781892	0	0	6.452807881773399	20.29750657565209	RTKN2;NFE2L2
Negative Regulation Of Protein Ubiquitination (GO:0031397)	2/31	0.04304406593998728	0.24037726898781892	0	0	6.452807881773399	20.29750657565209	MINAR1;TNFAIP3
Positive Regulation Of NIK/NF-kappaB Signaling (GO:1901224)	2/31	0.04304406593998728	0.24037726898781892	0	0	6.452807881773399	20.29750657565209	MYO1C;RTKN2
Response To Hydrogen Peroxide (GO:0042542)	2/31	0.04304406593998728	0.24037726898781892	0	0	6.452807881773399	20.29750657565209	TNFAIP3;NFE2L2
Glycolipid Biosynthetic Process (GO:0009247)	2/31	0.04304406593998728	0.24037726898781892	0	0	6.452807881773399	20.29750657565209	ST8SIA1;PIGM
Organelle Assembly (GO:0070925)	5/179	0.04312835286206831	0.24037726898781892	0	0	2.711340550654905	8.52330144730105	BBS2;DYNC2I1;AVIL;CHMP1A;ATG2B
Positive Regulation Of Cell Cycle Process (GO:0090068)	3/74	0.04468932827152471	0.24037726898781892	0	0	3.96600291403594	12.326418546265804	EGF;NCAPG2;TAS1R2
Proton Transmembrane Transport (GO:1902600)	2/32	0.04559862590552926	0.24037726898781892	0	0	6.237333333333333	19.260122486050772	SLC36A1;NNT
Positive Regulation Of Intracellular Protein Transport (GO:0090316)	3/76	0.047732461844070415	0.24037726898781892	0	0	3.8568729333963154	11.733161197519708	MYO1C;CSNK2A2;ERBB2
Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425)	2/33	0.048207704612054626	0.24037726898781892	0	0	6.0357603686635946	18.301852436256084	GBP7;EGF
Regulation Of Synapse Assembly (GO:0051963)	2/33	0.048207704612054626	0.24037726898781892	0	0	6.0357603686635946	18.301852436256084	SETD5;MUSK
Epidermal Cell Differentiation (GO:0009913)	2/33	0.048207704612054626	0.24037726898781892	0	0	6.0357603686635946	18.301852436256084	GLI1;USH2A
Glycoprotein Metabolic Process (GO:0009100)	2/33	0.048207704612054626	0.24037726898781892	0	0	6.0357603686635946	18.301852436256084	NEU4;ST8SIA1
Positive Regulation Of Cellular Process (GO:0048522)	8/375	0.04834943023220277	0.24037726898781892	0	0	2.06839398287732	6.265787632652125	ERBB3;EGF;RTKN2;ERBB2;KLHL22;TNFRSF11A;PRODH;GLI1
2-Oxoglutarate Metabolic Process (GO:0006103)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	D2HGDH
B Cell Homeostasis (GO:0001782)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	TNFAIP3
Regulation Of Chromosome Condensation (GO:0060623)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	NCAPG2
Negative Regulation Of Glycogen Biosynthetic Process (GO:0045719)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	PASK
Negative Regulation Of Hydrogen Peroxide-Induced Cell Death (GO:1903206)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	NFE2L2
Negative Regulation Of Monooxygenase Activity (GO:0032769)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	CYP27B1
TRAIL-activated Apoptotic Signaling Pathway (GO:0036462)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	TNFRSF10C
Regulation Of Interleukin-23 Production (GO:0032667)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	IL17RA
Alpha-Amino Acid Biosynthetic Process (GO:1901607)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	SDS
Neuron Projection Arborization (GO:0140058)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	ZNF365
Aspartate Family Amino Acid Catabolic Process (GO:0009068)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	SDS
Regulation Of Nuclease Activity (GO:0032069)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	OAS1
Base-Excision Repair, Gap-Filling (GO:0006287)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	POLE
Nucleotide-Binding Oligomerization Domain Containing Signaling Pathway (GO:0070423)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	TNFAIP3
Cardioblast Differentiation (GO:0010002)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	MYOCD
Cellular Biogenic Amine Catabolic Process (GO:0042402)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	DMGDH
Regulation Of Ribonuclease Activity (GO:0060700)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	OAS1
Regulation Of Skeletal Muscle Cell Differentiation (GO:2001014)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	MYOCD
Piecemeal Microautophagy Of The Nucleus (GO:0034727)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	ATG2B
Cellular Response To Laminar Fluid Shear Stress (GO:0071499)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	NFE2L2
Cellular Response To Leucine (GO:0071233)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	LARS1
Response To Leucine (GO:0043201)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	LARS1
Dendrite Arborization (GO:0140059)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	ZNF365
Response To Manganese Ion (GO:0010042)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	D2HGDH
Response To Vitamin (GO:0033273)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	CYP27B1
Response To Vitamin D (GO:0033280)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	CYP27B1
Positive Regulation Of Chromosome Condensation (GO:1905821)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	NCAPG2
Positive Regulation Of Fever Generation (GO:0031622)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	TNFRSF11A
tRNA Transcription By RNA Polymerase III (GO:0042797)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	GTF3C5
Tetrapyrrole Metabolic Process (GO:0033013)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	CUBN
Toll-Like Receptor 3 Signaling Pathway (GO:0034138)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	OAS1
Vascular Associated Smooth Muscle Cell Differentiation (GO:0035886)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	MYOCD
Hair Cell Differentiation (GO:0035315)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	USH2A
Positive Regulation Of Oligodendrocyte Differentiation (GO:0048714)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	ZNF365
Homologous Recombination (GO:0035825)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	TOPBP1
Inner Ear Receptor Cell Differentiation (GO:0060113)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	USH2A
Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0035773)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	PTPRN2
interleukin-17A-mediated Signaling Pathway (GO:0038173)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	IL17RA
Interleukin-27-Mediated Signaling Pathway (GO:0070106)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	OAS1
Protein K11-linked Deubiquitination (GO:0035871)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	TNFAIP3
Regulation Of MHC Class I Biosynthetic Process (GO:0045343)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	NLRC5
Negative Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:0034316)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	DNAI3
Regulation Of T Cell Apoptotic Process (GO:0070232)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	PDCD1
Regulation Of T Cell Tolerance Induction (GO:0002664)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	IL2RA
Negative Regulation Of Actin Nucleation (GO:0051126)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	DNAI3
Negative Regulation Of Bone Resorption (GO:0045779)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	TNFAIP3
Regulation Of Cardiac Muscle Cell Differentiation (GO:2000725)	1/5	0.0522559280408302	0.24037726898781892	0	0	23.29403409090909	68.75471619558719	MYOCD
Positive Regulation Of Cell Projection Organization (GO:0031346)	3/79	0.0524831433883486	0.24039948306273234	0	0	3.7039473684210527	10.916507919095286	TIAM2;MUSK;AVIL
Negative Regulation Of Tumor Necrosis Factor Production (GO:0032720)	2/35	0.05358368042347637	0.2433779770494872	0	0	5.669264069264069	16.591162112766323	TNFAIP3;CD33
tRNA Processing (GO:0008033)	2/35	0.05358368042347637	0.2433779770494872	0	0	5.669264069264069	16.591162112766323	ANKRD16;TSEN2
Cilium Assembly (GO:0060271)	4/133	0.054276869823505144	0.24549496351133496	0	0	2.9168795088945645	8.498786728546799	BBS2;DYNC2I1;CFAP74;AVIL
Defense Response To Virus (GO:0051607)	4/134	0.05550083227720052	0.24551038441674125	0	0	2.8942641173855046	8.36835157498067	GBP7;OAS1;STAT2;NLRC5
Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	3/81	0.05577239124265395	0.24551038441674125	0	0	3.608532272325376	10.415942927452576	MUSK;ERBB3;ERBB2
Cellular Response To Cytokine Stimulus (GO:0071345)	5/193	0.05618588730552538	0.24551038441674125	0	0	2.5072674418604652	7.2186477897251375	GBP6;EPRS1;OAS1;GBP4;NFE2L2
Actin Cytoskeleton Reorganization (GO:0031532)	2/36	0.05634776884327279	0.24551038441674125	0	0	5.50218487394958	15.825453648497858	FARP2;THSD7A
Negative Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556)	2/36	0.05634776884327279	0.24551038441674125	0	0	5.50218487394958	15.825453648497858	TNFAIP3;CD33
Positive Regulation Of Chemokine Production (GO:0032722)	2/36	0.05634776884327279	0.24551038441674125	0	0	5.50218487394958	15.825453648497858	OAS1;IL17RA
Sensory Perception (GO:0007600)	2/36	0.05634776884327279	0.24551038441674125	0	0	5.50218487394958	15.825453648497858	SCN9A;USH2A
Regulation Of Type I Interferon Production (GO:0032479)	2/37	0.05916075795139001	0.24551038441674125	0	0	5.34465306122449	15.111989584491747	GBP7;KLHL22
Memory (GO:0007613)	2/37	0.05916075795139001	0.24551038441674125	0	0	5.34465306122449	15.111989584491747	MUSK;PJA2
Regulation Of Anatomical Structure Morphogenesis (GO:0022603)	3/84	0.060886016049806375	0.24551038441674125	0	0	3.4742443593018306	9.723547487983506	STAT2;ERBB2;TNFAIP3
Regulation Of Cell Growth (GO:0001558)	4/139	0.061842844431502404	0.24551038441674125	0	0	2.7862128023977735	7.754472900145585	MINAR1;CYP27B1;ERBB2;KLHL22
Interferon-Mediated Signaling Pathway (GO:0140888)	2/38	0.062021302101097214	0.24551038441674125	0	0	5.1958730158730155	14.445968166917842	IFNGR1;STAT2
Negative Regulation Of Glycogen Metabolic Process (GO:0070874)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	PASK
Negative Regulation Of Keratinocyte Proliferation (GO:0010839)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	CYP27B1
L-serine Metabolic Process (GO:0006563)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	SDS
Alanine Transport (GO:0032328)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	SLC36A1
Negative Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034144)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	TNFAIP3
Astrocyte Activation (GO:0048143)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	IFNGR1
Organic Cyclic Compound Catabolic Process (GO:1901361)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	PRODH
Peptide Transport (GO:0015833)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	DISP1
Cellular Response To Leucine Starvation (GO:1990253)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	LARS1
Regulation Of Vascular Wound Healing (GO:0061043)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	TNFAIP3
Cilium Movement Involved In Cell Motility (GO:0060294)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	DNAI3
Cytochrome Complex Assembly (GO:0017004)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	COX10
Positive Regulation Of Cardiocyte Differentiation (GO:1905209)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	MYOCD
Reticulophagy (GO:0061709)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	ATG2B
tRNA Transcription (GO:0009304)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	GTF3C5
Positive Regulation Of Muscle Contraction (GO:0045933)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	MYOCD
Glycosphingolipid Catabolic Process (GO:0046479)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	NEU4
Positive Regulation Of Smooth Muscle Contraction (GO:0045987)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	MYOCD
Positive Regulation Of Transcription Of Nucleolar Large rRNA By RNA Polymerase I (GO:1901838)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	IPPK
Positive Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900748)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	MYO1C
Post-Transcriptional Gene Silencing (GO:0016441)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	HELZ2
Postsynaptic Membrane Organization (GO:0001941)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	MUSK
Mitotic DNA Replication Checkpoint Signaling (GO:0033314)	1/6	0.062376611470835945	0.24551038441674125	0	0	18.634090909090908	51.701494394184536	TOPBP1
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	7/328	0.062456388265128435	0.24551038441674125	0	0	2.0629283489096575	5.721091863584697	MYO1C;MUSK;ERBB3;EGF;LARS1;RTKN2;ERBB2
Protein Glycosylation (GO:0006486)	3/86	0.06441279764749913	0.24607987714070872	0	0	3.390112172829248	9.29718920903171	ST8SIA1;POMT1;TET1
Negative Regulation Of Response To Stimulus (GO:0048585)	2/39	0.06492807849067135	0.24607987714070872	0	0	5.055135135135135	13.823141186775858	ERBB3;PDCD1
Protein Targeting To Membrane (GO:0006612)	2/39	0.06492807849067135	0.24607987714070872	0	0	5.055135135135135	13.823141186775858	RTP5;MYO1C
Response To Lipopolysaccharide (GO:0032496)	3/87	0.06621092357099977	0.24607987714070872	0	0	3.3495484400656816	9.093721955937395	CYP27B1;TNFAIP3;TNFRSF11A
Positive Regulation Of Protein Modification Process (GO:0031401)	4/143	0.06718074199808144	0.24607987714070872	0	0	2.705368653054435	7.305492697221525	ANKLE2;MUSK;PPP1R7;ERBB2
DNA-templated DNA Replication (GO:0006261)	2/40	0.06787978688969135	0.24607987714070872	0	0	4.921804511278196	13.239737698407106	TOPBP1;POLE
Establishment Of Protein Localization To Membrane (GO:0090150)	2/40	0.06787978688969135	0.24607987714070872	0	0	4.921804511278196	13.239737698407106	RTP5;MYO1C
Regulation Of Cell Death (GO:0010941)	2/40	0.06787978688969135	0.24607987714070872	0	0	4.921804511278196	13.239737698407106	CHMP1A;PRODH
Negative Regulation Of Kinase Activity (GO:0033673)	2/41	0.07087514924789429	0.24607987714070872	0	0	4.795311355311355	12.692399902708816	DBNDD1;GSKIP
Regulation Of DNA Replication (GO:0006275)	2/41	0.07087514924789429	0.24607987714070872	0	0	4.795311355311355	12.692399902708816	EGF;GLI1
Regulation Of Calcium Ion Transport (GO:0051924)	2/41	0.07087514924789429	0.24607987714070872	0	0	4.795311355311355	12.692399902708816	EGF;CD33
NADP Metabolic Process (GO:0006739)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	NNT
Regulation Of Multicellular Organism Growth (GO:0040014)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	BBS2
Aromatic Amino Acid Family Catabolic Process (GO:0009074)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	FANCA
Neuron Remodeling (GO:0016322)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	FARP2
Autophagy Of Nucleus (GO:0044804)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	ATG2B
Carbohydrate Phosphorylation (GO:0046835)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	GNPTAB
Organic Hydroxy Compound Catabolic Process (GO:1901616)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	LDHD
Regulation Of Transcription From RNA Polymerase II Promoter In Response To Hypoxia (GO:0061418)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	NFE2L2
Positive Regulation Of ERAD Pathway (GO:1904294)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	NFE2L2
Positive Regulation Of Bone Resorption (GO:0045780)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	TNFRSF11A
Response To Magnesium Ion (GO:0032026)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	D2HGDH
Positive Regulation Of Cell Cycle Phase Transition (GO:1901989)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	GLI1
Detection Of Light Stimulus Involved In Sensory Perception (GO:0050962)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	CNGB1
Detection Of Light Stimulus Involved In Visual Perception (GO:0050908)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	CNGB1
Positive Regulation Of Endoplasmic Reticulum Unfolded Protein Response (GO:1900103)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	ATF6
Positive Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0045741)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	EGF
Surfactant Homeostasis (GO:0043129)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	OAS1
Positive Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071639)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	OAS1
Type II Interferon-Mediated Signaling Pathway (GO:0060333)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	IFNGR1
Vitamin D Metabolic Process (GO:0042359)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	CYP27B1
Inositol Phosphate Biosynthetic Process (GO:0032958)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	IPPK
Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Endoplasmic Reticulum Stress (GO:1990440)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	ATF6
Positive Regulation Of Transcription From RNA Polymerase II Promoter Involved In Cellular Response To Chemical Stimulus (GO:1901522)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	NFE2L2
Positive Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060340)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	NLRC5
Lysosomal Membrane Organization (GO:0097212)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	CHMP1A
Lysosomal Microautophagy (GO:0016237)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	ATG2B
Macrophage Activation Involved In Immune Response (GO:0002281)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	MYO1C
Mitochondrial DNA Metabolic Process (GO:0032042)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	LONP1
Mitotic DNA Integrity Checkpoint Signaling (GO:0044774)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	TOPBP1
Regulation Of Bicellular Tight Junction Assembly (GO:2000810)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	MYO1C
Negative Regulation Of Bone Remodeling (GO:0046851)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	TNFAIP3
Negative Regulation Of Complement Activation, Classical Pathway (GO:0045959)	1/7	0.07238982509782181	0.24607987714070872	0	0	15.527462121212121	40.77029466928989	SVEP1
Positive Regulation Of GTPase Activity (GO:0043547)	4/147	0.07275032494380412	0.24653009800706036	0	0	2.62904725332471	6.890001729641053	SYDE2;TIAM2;LARS1;ERBB2
Endosomal Transport (GO:0016197)	3/91	0.0736303078980287	0.24873238386802818	0	0	3.196512539184953	8.338737612979227	DENND1C;ACAP2;CHMP1A
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	10/555	0.07430364662051053	0.25022505294944514	0	0	1.7423501620611987	4.529405203003501	HELZ2;CYP27B1;MYOCD;STAT2;NLRC5;TET1;GLI1;ATF6;HOXC11;NFE2L2
Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234)	2/43	0.07699183283408831	0.2579231507210799	0	0	4.560836236933798	11.694239198356255	RTKN2;CSNK2A2
Positive Regulation Of Phosphorylation (GO:0042327)	4/150	0.07707744555429741	0.2579231507210799	0	0	2.574550637421807	6.598430592263653	MUSK;ERBB3;EGF;ERBB2
Negative Regulation Of Cell Cycle (GO:0045786)	2/44	0.08011070617408464	0.2579231507210799	0	0	4.451972789115646	11.238318695003361	MYOCD;ZNRF4
Regulation Of Cellular Response To Oxidative Stress (GO:1900407)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	NFE2L2
Regulation Of Complement Activation, Classical Pathway (GO:0030450)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	SVEP1
Negative Regulation Of Hippo Signaling (GO:0035331)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	WWC2
Negative Regulation Of Humoral Immune Response Mediated By Circulating Immunoglobulin (GO:0002924)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	SVEP1
DNA Strand Elongation Involved In DNA Replication (GO:0006271)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	POLE
RNA Splicing, Via Endonucleolytic Cleavage And Ligation (GO:0000394)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	TSEN2
Negative Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	NFE2L2
Negative Regulation Of Viral-Induced Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039532)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	TNFAIP3
Regulation Of Peptidyl-Lysine Acetylation (GO:2000756)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	MYOCD
Cellular Response To Fluid Shear Stress (GO:0071498)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	NFE2L2
Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0043618)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	NFE2L2
Response To Laminar Fluid Shear Stress (GO:0034616)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	NFE2L2
Dendritic Spine Morphogenesis (GO:0060997)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	ZNF365
Smooth Muscle Cell Differentiation (GO:0051145)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	MYOCD
tRNA Splicing, Via Endonucleolytic Cleavage And Ligation (GO:0006388)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	TSEN2
Glycine Transport (GO:0015816)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	SLC36A1
Long-Chain fatty-acyl-CoA Biosynthetic Process (GO:0035338)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	ACSF3
Primary miRNA Processing (GO:0031053)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	DROSHA
Mitochondrial Genome Maintenance (GO:0000002)	1/8	0.08229670322024062	0.2579231507210799	0	0	13.308441558441558	33.23682441396952	LONP1
