Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation Of Neuron Apoptotic Process (GO:0043523)	4/63	0.0693573381096238	0.3539819102525259	0	0	2.703977177378755	7.2155180093814355	ERBB3;DDIT3;AGAP2;BCL2
Protein Ubiquitination (GO:0016567)	10/238	0.07047289427608285	0.3539819102525259	0	0	1.75703076787446	4.660571765005789	OS9;FBH1;RFWD3;FANCA;BCL2;KLHL22;TRIM10;PJA2;RNF41;NFE2L2
Sterol Metabolic Process (GO:0016125)	3/39	0.07051545918420192	0.3539819102525259	0	0	3.320164609053498	8.804821933045245	APOF;CEL;ABCG1
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156)	3/39	0.07051545918420192	0.3539819102525259	0	0	3.320164609053498	8.804821933045245	ROBO2;FAT2;SDK2
Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992)	3/39	0.07051545918420192	0.3539819102525259	0	0	3.320164609053498	8.804821933045245	TFDP1;CDK4;VPS4B
GPI Anchor Metabolic Process (GO:0006505)	2/18	0.07131781580660287	0.3539819102525259	0	0	4.974137931034483	13.134753943612438	PIGB;PIGM
L-amino Acid Transport (GO:0015807)	2/18	0.07131781580660287	0.3539819102525259	0	0	4.974137931034483	13.134753943612438	SLC36A1;SLC36A2
Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902099)	2/18	0.07131781580660287	0.3539819102525259	0	0	4.974137931034483	13.134753943612438	SMARCC2;MAP3K20
Regulation Of Protein Targeting To Membrane (GO:0090313)	2/18	0.07131781580660287	0.3539819102525259	0	0	4.974137931034483	13.134753943612438	MYO1C;ERBB2
Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364)	2/18	0.07131781580660287	0.3539819102525259	0	0	4.974137931034483	13.134753943612438	ERBB2;MARS1
Intracellular pH Reduction (GO:0051452)	2/18	0.07131781580660287	0.3539819102525259	0	0	4.974137931034483	13.134753943612438	DMXL2;RAB7A
Negative Regulation Of Catalytic Activity (GO:0043086)	2/18	0.07131781580660287	0.3539819102525259	0	0	4.974137931034483	13.134753943612438	CAMK2A;HP
Osteoclast Differentiation (GO:0030316)	2/18	0.07131781580660287	0.3539819102525259	0	0	4.974137931034483	13.134753943612438	FARP2;TNFRSF11A
Positive Regulation Of GTPase Activity (GO:0043547)	7/147	0.07135264206533379	0.3539819102525259	0	0	1.9990024937655861	5.277608275131736	TIAM2;SYDE2;CCL22;LARS1;ERBB2;AGAP2;RAB3GAP1
5S Class rRNA Transcription By RNA Polymerase III (GO:0042791)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	GTF3C5
ATF6-mediated Unfolded Protein Response (GO:0036500)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	DDIT3
Regulation Of Fat Cell Proliferation (GO:0070344)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	TFDP1
Regulation Of Hydrogen Peroxide-Induced Cell Death (GO:1903205)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	NFE2L2
Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process By Cytochrome C (GO:0008635)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	BOK
Amylin Receptor Signaling Pathway (GO:0097647)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	RAMP3
Anterograde Axonal Protein Transport (GO:0099641)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	KIF5A
Anterograde Dendritic Transport (GO:0098937)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	KIF5A
Axo-Dendritic Protein Transport (GO:0099640)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	KIF5A
Regulation Of Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070432)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	ZNRF4
Calcitonin Family Receptor Signaling Pathway (GO:0097646)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	RAMP3
Regulation Of Toll-Like Receptor 3 Signaling Pathway (GO:0034139)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	TNFAIP3
Chondrocyte Development (GO:0002063)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	SULF2
Response To Bile Acid (GO:1903412)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	CYP27B1
Dense Core Granule Cytoskeletal Transport (GO:0099519)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	KIF5A
Ruffle Assembly (GO:0097178)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	AIF1L
Establishment Of Protein Localization To Telomere (GO:0070200)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	NABP2
Synaptic Vesicle Docking (GO:0016081)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	UNC13C
Heterocycle Catabolic Process (GO:0046700)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	PRODH
Interleukin-4-Mediated Signaling Pathway (GO:0035771)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	JAK1
Lipoxygenase Pathway (GO:0019372)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	ALOX5
Negative Regulation Of Response To Reactive Oxygen Species (GO:1901032)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	NFE2L2
Nucleotide-Excision Repair, DNA Gap Filling (GO:0006297)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	POLE
Phagolysosome Assembly (GO:0001845)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	RAB7A
Phagosome Acidification (GO:0090383)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	RAB7A
Polyamine Biosynthetic Process (GO:0006596)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	SMOX
Positive Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process (GO:1903071)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	NFE2L2
Positive Regulation Of Cardiac Muscle Cell Differentiation (GO:2000727)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	MYOCD
Positive Regulation Of Interleukin-23 Production (GO:0032747)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	IL17RA
Positive Regulation Of Lymphocyte Apoptotic Process (GO:0070230)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	PDCD1
Positive Regulation Of Receptor Recycling (GO:0001921)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	RAMP3
Positive Regulation Of Transcription Of Notch Receptor Target (GO:0007221)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	NOTCH4
Proline Metabolic Process (GO:0006560)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	PRODH
Protein Deglycosylation (GO:0006517)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	MAN2A1
Protein Localization To Membrane Raft (GO:1903044)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	RFTN1
Protein Localization To Phagophore Assembly Site (GO:0034497)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	ATG4B
Protein Localization To Presynapse (GO:1905383)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	KIF5A
Pyrimidine Ribonucleotide Biosynthetic Process (GO:0009220)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	DHODH
Regulation Of RNA Polymerase II Regulatory Region Sequence-Specific DNA Binding (GO:1903025)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	DDIT3
Regulation Of Cell Adhesion Molecule Production (GO:0060353)	1/3	0.07202609588264794	0.3539819102525259	0	0	19.864864864864863	52.25903203706141	NOTCH4
Negative Regulation Of Cellular Catabolic Process (GO:0031330)	3/40	0.07490100185427143	0.3654370913713243	0	0	3.23023023023023	8.37142594278675	HP;BCL2;KLHL22
Positive Regulation Of Macroautophagy (GO:0016239)	3/40	0.07490100185427143	0.3654370913713243	0	0	3.23023023023023	8.37142594278675	RAB3GAP2;PIP4K2C;RAB3GAP1
Positive Regulation Of Organelle Assembly (GO:1902117)	3/40	0.07490100185427143	0.3654370913713243	0	0	3.23023023023023	8.37142594278675	RAB3GAP2;PIP4K2C;RAB3GAP1
Regulation Of Protein Kinase B Signaling (GO:0051896)	5/92	0.07657088684992737	0.36997857849390914	0	0	2.2938592738370267	5.894159354617657	PHLPP1;RAMP3;EGF;DDIT3;RNF41
Negative Regulation Of Multicellular Organismal Process (GO:0051241)	7/150	0.07759483510215895	0.36997857849390914	0	0	1.9566991611879392	5.001820863684497	BBS2;MYOCD;GBP7;IFNGR1;DDIT3;WWC2;TET1
B Cell Receptor Signaling Pathway (GO:0050853)	2/19	0.07845013579919914	0.36997857849390914	0	0	4.681251811069255	11.915153106657504	RFTN1;BCL2
Base-Excision Repair (GO:0006284)	2/19	0.07845013579919914	0.36997857849390914	0	0	4.681251811069255	11.915153106657504	TDG;POLE
Response To Interferon-Beta (GO:0035456)	2/19	0.07845013579919914	0.36997857849390914	0	0	4.681251811069255	11.915153106657504	OAS1;CAMK2A
Response To Zinc Ion (GO:0010043)	2/19	0.07845013579919914	0.36997857849390914	0	0	4.681251811069255	11.915153106657504	D2HGDH;MT1E
Synaptic Transmission, Glutamatergic (GO:0035249)	2/19	0.07845013579919914	0.36997857849390914	0	0	4.681251811069255	11.915153106657504	UNC13C;GRIK3
mRNA Splice Site Recognition (GO:0006376)	2/19	0.07845013579919914	0.36997857849390914	0	0	4.681251811069255	11.915153106657504	ISY1;SRSF5
Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077)	2/19	0.07845013579919914	0.36997857849390914	0	0	4.681251811069255	11.915153106657504	PIP4K2C;PRKCZ
Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627)	2/19	0.07845013579919914	0.36997857849390914	0	0	4.681251811069255	11.915153106657504	PIP4K2C;PRKCZ
Positive Regulation Of Nitrogen Compound Metabolic Process (GO:0051173)	2/19	0.07845013579919914	0.36997857849390914	0	0	4.681251811069255	11.915153106657504	EGF;MAP2K5
Protein Depolymerization (GO:0051261)	2/19	0.07845013579919914	0.36997857849390914	0	0	4.681251811069255	11.915153106657504	VPS4B;KATNB1
Proteoglycan Metabolic Process (GO:0006029)	2/19	0.07845013579919914	0.36997857849390914	0	0	4.681251811069255	11.915153106657504	CHST11;SULF2
Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919)	3/41	0.07940432634977394	0.36997857849390914	0	0	3.1450292397660817	7.9669956942957185	BCL2L10;SMAD3;BOK
Cell-Cell Junction Organization (GO:0045216)	3/41	0.07940432634977394	0.36997857849390914	0	0	3.1450292397660817	7.9669956942957185	LIM2;SMAD3;CDH15
Peptidyl-Tyrosine Phosphorylation (GO:0018108)	3/41	0.07940432634977394	0.36997857849390914	0	0	3.1450292397660817	7.9669956942957185	ERBB2;ABL1;JAK1
Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101)	4/67	0.08284247194878573	0.36997857849390914	0	0	2.5316674524595317	6.305913753841889	SKOR1;TET1;ASPN;FSTL3
Positive Regulation Of Signal Transduction (GO:0009967)	8/183	0.08314383314104554	0.36997857849390914	0	0	1.8282285714285715	4.54713946460762	CYP27B1;CD74;MYO1C;MGAT5;TNFAIP3;GLI1;PRKCZ;SULF2
Ubiquitin-Dependent ERAD Pathway (GO:0030433)	3/42	0.08402266030862304	0.36997857849390914	0	0	3.0641975308641975	7.589002271399382	OS9;JKAMP;HSP90B1
Peptidyl-Serine Phosphorylation (GO:0018105)	5/95	0.08515002131360454	0.36997857849390914	0	0	2.2169837331127655	5.461186087129706	CSNK1A1;CSNK2A2;CAMK2A;MAP3K20;PRKCZ
Aortic Valve Morphogenesis (GO:0003180)	2/20	0.08579413084401186	0.36997857849390914	0	0	4.420908593322387	10.856888012932806	ROBO2;HEY1
Axoneme Assembly (GO:0035082)	2/20	0.08579413084401186	0.36997857849390914	0	0	4.420908593322387	10.856888012932806	CFAP74;RSPH1
Regulation Of Response To Biotic Stimulus (GO:0002831)	2/20	0.08579413084401186	0.36997857849390914	0	0	4.420908593322387	10.856888012932806	ZMPSTE24;NFE2L2
Regulation Of Spindle Assembly (GO:0090169)	2/20	0.08579413084401186	0.36997857849390914	0	0	4.420908593322387	10.856888012932806	VPS4B;CHMP1A
Response To Epidermal Growth Factor (GO:0070849)	2/20	0.08579413084401186	0.36997857849390914	0	0	4.420908593322387	10.856888012932806	ERBB2;MARS1
Determination Of Bilateral Symmetry (GO:0009855)	2/20	0.08579413084401186	0.36997857849390914	0	0	4.420908593322387	10.856888012932806	LEFTY1;PITX2
Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:0008625)	2/20	0.08579413084401186	0.36997857849390914	0	0	4.420908593322387	10.856888012932806	TNFRSF10C;BCL2
Ventricular Septum Morphogenesis (GO:0060412)	2/20	0.08579413084401186	0.36997857849390914	0	0	4.420908593322387	10.856888012932806	ROBO2;HEY1
Lysosome Organization (GO:0007040)	2/20	0.08579413084401186	0.36997857849390914	0	0	4.420908593322387	10.856888012932806	GNPTAB;ACP3
Positive Regulation Of Fibroblast Proliferation (GO:0048146)	2/20	0.08579413084401186	0.36997857849390914	0	0	4.420908593322387	10.856888012932806	CD74;CDK4
Regulation Of DNA-templated Transcription Elongation (GO:0032784)	2/20	0.08579413084401186	0.36997857849390914	0	0	4.420908593322387	10.856888012932806	SETD5;CCNT2
Cytokine-Mediated Signaling Pathway (GO:0019221)	7/155	0.08868470842214042	0.36997857849390914	0	0	1.8900047179348924	4.578853574110072	CCL22;OAS1;IL2RA;TNFRSF11A;OSMR;JAK1;IL17RA
Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234)	3/43	0.08875315778952331	0.36997857849390914	0	0	2.9874074074074075	7.235190858561367	RTKN2;CSNK2A2;BCL2
Negative Regulation Of Neuron Apoptotic Process (GO:0043524)	3/43	0.08875315778952331	0.36997857849390914	0	0	2.9874074074074075	7.235190858561367	ERBB3;AGAP2;BCL2
Positive Regulation Of Synaptic Transmission (GO:0050806)	3/43	0.08875315778952331	0.36997857849390914	0	0	2.9874074074074075	7.235190858561367	SYT1;ADRA1D;PRKCZ
Negative Regulation Of Cell Growth (GO:0030308)	4/69	0.09003295659464472	0.36997857849390914	0	0	2.4534653465346534	5.906912850922437	MINAR1;CYP27B1;SMAD3;CGRRF1
Brain Development (GO:0007420)	5/97	0.0911386052980157	0.36997857849390914	0	0	2.1685187183083396	5.194412914223006	BBS2;ROBO2;ADGRG1;EGR2;RAB3GAP1
GPI Anchor Biosynthetic Process (GO:0006506)	2/21	0.09333512430985948	0.36997857849390914	0	0	4.18796992481203	9.932016827266233	PIGB;PIGM
Notch Signaling Pathway (GO:0007219)	2/21	0.09333512430985948	0.36997857849390914	0	0	4.18796992481203	9.932016827266233	HEY1;NOTCH4
Regulation Of Regulated Secretory Pathway (GO:1903305)	2/21	0.09333512430985948	0.36997857849390914	0	0	4.18796992481203	9.932016827266233	SYT1;RAB27A
Establishment Of Protein Localization To Plasma Membrane (GO:0061951)	2/21	0.09333512430985948	0.36997857849390914	0	0	4.18796992481203	9.932016827266233	BBS2;RAB7A
Intrinsic Apoptotic Signaling Pathway In Response To Endoplasmic Reticulum Stress (GO:0070059)	2/21	0.09333512430985948	0.36997857849390914	0	0	4.18796992481203	9.932016827266233	DDIT3;BCL2
Negative Regulation Of Type I Interferon Production (GO:0032480)	2/21	0.09333512430985948	0.36997857849390914	0	0	4.18796992481203	9.932016827266233	GBP7;KLHL22
Positive Regulation Of Protein Dephosphorylation (GO:0035307)	2/21	0.09333512430985948	0.36997857849390914	0	0	4.18796992481203	9.932016827266233	ANKLE2;PPP1R7
Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389)	2/21	0.09333512430985948	0.36997857849390914	0	0	4.18796992481203	9.932016827266233	CDK4;VPS4B
Cellular Response To Reactive Oxygen Species (GO:0034614)	3/44	0.0935929078824717	0.36997857849390914	0	0	2.9143631436314363	6.903545363922642	ERCC6L2;TNFAIP3;NFE2L2
Regulation Of G Protein-Coupled Receptor Signaling Pathway (GO:0008277)	3/44	0.0935929078824717	0.36997857849390914	0	0	2.9143631436314363	6.903545363922642	RAMP3;CAMK2A;RGS12
Regulation Of Protein Catabolic Process (GO:0042176)	4/70	0.09373695606253608	0.36997857849390914	0	0	2.416141614161416	5.719642064024285	AGAP2;TNFAIP3;RNF41;RAB7A
Neuron Differentiation (GO:0030182)	5/98	0.09421245384774056	0.36997857849390914	0	0	2.145067904693295	5.067085624491427	ERBB2;LHX5;PITX2;BHLHE23;USH2A
Regulation Of Dopamine Receptor Signaling Pathway (GO:0060159)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	PALM
Regulation Of Extracellular Matrix Assembly (GO:1901201)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	SMAD3
L-methionine Salvage (GO:0071267)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	BHMT
NADPH Regeneration (GO:0006740)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	NNT
SMAD Protein Complex Assembly (GO:0007183)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	SMAD3
Adherens Junction Maintenance (GO:0034334)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	KIFC3
Regulation Of miRNA Metabolic Process (GO:2000628)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	SMAD3
Angiotensin Maturation (GO:0002003)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	ENPEP
Angiotensin-Activated Signaling Pathway (GO:0038166)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	CAMK2A
Regulation Of Organ Growth (GO:0046620)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	WWC2
Blood Coagulation, Fibrin Clot Formation (GO:0072378)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	GP9
cGMP Metabolic Process (GO:0046068)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	PDE9A
Regulation Of Protein Deubiquitination (GO:0090085)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	TANK
Regulation Of Protein Localization To Early Endosome (GO:1902965)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	EGF
Regulation Of Respiratory Gaseous Exchange (GO:0043576)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	PASK
Cellular Response To Angiotensin (GO:1904385)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	CAMK2A
Regulation Of Smooth Muscle Cell Differentiation (GO:0051150)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	MYOCD
Regulation Of Systemic Arterial Blood Pressure By Renin-Angiotensin (GO:0003081)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	ENPEP
Regulation Of Translation In Response To Endoplasmic Reticulum Stress (GO:0036490)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	EIF2S1
Choline Metabolic Process (GO:0019695)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	DMGDH
Choline Transport (GO:0015871)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	SLC44A4
Cobalamin Metabolic Process (GO:0009235)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	CUBN
Cobalamin Transport (GO:0015889)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	CUBN
Coronary Vasculature Development (GO:0060976)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	MYOCD
Serine Family Amino Acid Catabolic Process (GO:0009071)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	SDS
Galactolipid Biosynthetic Process (GO:0019375)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	FA2H
Galactosylceramide Biosynthetic Process (GO:0006682)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	FA2H
Thiamine Transmembrane Transport (GO:0071934)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	SLC44A4
Ganglioside Catabolic Process (GO:0006689)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	NEU4
Tyrosine Phosphorylation Of STAT Protein (GO:0007260)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	JAK1
Vacuole Organization (GO:0007033)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	VPS4B
Inositol Metabolic Process (GO:0006020)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	IMPA2
Intermembrane Lipid Transfer (GO:0120009)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	ESYT1
Lactate Metabolic Process (GO:0006089)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	LDHD
Late Nucleophagy (GO:0044805)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	ATG2B
Multinuclear Osteoclast Differentiation (GO:0072674)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	TNFRSF11A
Negative Regulation Of Heterochromatin Formation (GO:0031452)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	TET1
Negative Regulation Of Leukocyte Proliferation (GO:0070664)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	TNFAIP3
Negative Regulation Of Lipid Kinase Activity (GO:0090219)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	PIP4K2C
Negative Regulation Of miRNA Processing (GO:1903799)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	ZC3H10
Negative Regulation Of Toll-Like Receptor 2 Signaling Pathway (GO:0034136)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	TNFAIP3
Oligosaccharide Catabolic Process (GO:0009313)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	NEU4
Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	HLA-DRA
Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043372)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	HLA-DRA
Positive Regulation Of T Cell Apoptotic Process (GO:0070234)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	PDCD1
Positive Regulation Of T-helper 2 Cell Differentiation (GO:0045630)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	PRKCZ
Positive Regulation Of Calcium Ion Import Across Plasma Membrane (GO:1905665)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	RAMP3
Positive Regulation Of Calcium Ion-Dependent Exocytosis (GO:0045956)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	SYT1
Positive Regulation Of Cell Migration By Vascular Endothelial Growth Factor Signaling Pathway (GO:0038089)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	MYO1C
Positive Regulation Of Protein Localization To Early Endosome (GO:1902966)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	EGF
Positive Regulation Of Protein Localization To Endosome (GO:1905668)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	EGF
Protein Activation Cascade (GO:0072376)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	GP9
Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process (GO:1903069)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	NFE2L2
Regulation Of Angiotensin Levels In Blood (GO:0002002)	1/4	0.0948657338570418	0.36997857849390914	0	0	13.242424242424242	31.189785345691167	ENPEP
Positive Regulation Of Catabolic Process (GO:0009896)	3/45	0.09853894282426777	0.36997857849390914	0	0	2.8447971781305115	6.592258316330239	TNFAIP3;RNF41;RAB7A
Positive Regulation Of Protein Catabolic Process (GO:0045732)	3/45	0.09853894282426777	0.36997857849390914	0	0	2.8447971781305115	6.592258316330239	TNFAIP3;RNF41;RAB7A
Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322)	3/45	0.09853894282426777	0.36997857849390914	0	0	2.8447971781305115	6.592258316330239	DCUN1D2;TANK;PIAS1
Aortic Valve Development (GO:0003176)	2/22	0.10105903056783574	0.36997857849390914	0	0	3.9783251231527093	9.118521975512058	ROBO2;HEY1
Cellular Response To Hydrogen Peroxide (GO:0070301)	2/22	0.10105903056783574	0.36997857849390914	0	0	3.9783251231527093	9.118521975512058	TNFAIP3;NFE2L2
Smoothened Signaling Pathway (GO:0007224)	2/22	0.10105903056783574	0.36997857849390914	0	0	3.9783251231527093	9.118521975512058	GLI1;DISP1
Left/Right Pattern Formation (GO:0060972)	2/22	0.10105903056783574	0.36997857849390914	0	0	3.9783251231527093	9.118521975512058	LEFTY1;PITX2
Mitotic G2/M Transition Checkpoint (GO:0044818)	2/22	0.10105903056783574	0.36997857849390914	0	0	3.9783251231527093	9.118521975512058	NABP2;TOPBP1
Negative Regulation Of Chemotaxis (GO:0050922)	2/22	0.10105903056783574	0.36997857849390914	0	0	3.9783251231527093	9.118521975512058	ROBO2;SEMA5B
Positive Regulation Of TOR Signaling (GO:0032008)	2/22	0.10105903056783574	0.36997857849390914	0	0	3.9783251231527093	9.118521975512058	LARS1;KLHL22
Positive Regulation Of Organelle Organization (GO:0010638)	2/22	0.10105903056783574	0.36997857849390914	0	0	3.9783251231527093	9.118521975512058	RAB3GAP2;RAB3GAP1
Positive Regulation Of Signaling (GO:0023056)	2/22	0.10105903056783574	0.36997857849390914	0	0	3.9783251231527093	9.118521975512058	RAMP3;SYT1
Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288)	3/46	0.10358824590374137	0.36997857849390914	0	0	2.7784668389319553	6.299705141447034	SKOR1;FSTL3;SULF2
