Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
NRAGE Signals Death Through JNK	3/32	0.04332751605576104	0.34193793590365534	0	0	4.123371647509579	12.943129060341597	TIAM2;NET1;ARHGEF37
RHOB GTPase Cycle	3/32	0.04332751605576104	0.34193793590365534	0	0	4.123371647509579	12.943129060341597	NET1;DAAM1;ARHGEF25
Cell Cycle	14/341	0.0433806212608158	0.34193793590365534	0	0	1.7217746317080365	5.402485355239506	ANKLE2;DCTN2;TUBAL3;MAX;CSNK2A2;NCAPG2;HSPA2;TFDP1;CDK4;ABL1;TOPBP1;CENPP;POLE;H3-3A
Asparagine N-linked Glycosylation	9/189	0.04453777148165368	0.34193793590365534	0	0	2.0040100250626565	6.235312167755217	NEU4;OS9;DCTN2;TUBAL3;ST8SIA1;MAN2A1;MGAT5;RPN1;SPTB
Negative Regulation of the PI3K AKT Network	5/79	0.045153873080796644	0.34193793590365534	0	0	2.699014150627054	8.360680049633268	PHLPP1;ERBB3;EGF;ERBB2;PIP4K2C
Formation of the Ureteric Bud	2/14	0.045220683283291145	0.34193793590365534	0	0	6.633825944170772	20.53965654558872	ROBO2;HOXC11
Notch-HLH Transcription Pathway	2/14	0.045220683283291145	0.34193793590365534	0	0	6.633825944170772	20.53965654558872	TBL1XR1;NOTCH4
RUNX2 Regulates Osteoblast Differentiation	2/14	0.045220683283291145	0.34193793590365534	0	0	6.633825944170772	20.53965654558872	HEY1;ABL1
SIRT1 Negatively Regulates rRNA Expression	2/14	0.045220683283291145	0.34193793590365534	0	0	6.633825944170772	20.53965654558872	TAF1B;H3-3A
Binding and Uptake of Ligands by Scavenger Receptors	3/33	0.04681919043066777	0.34485899643217377	0	0	3.985679012345679	12.202005271622776	HP;HPR;HSP90B1
Cyclin D Associated Events in G1	3/33	0.04681919043066777	0.34485899643217377	0	0	3.985679012345679	12.202005271622776	TFDP1;CDK4;ABL1
G1 Phase	3/33	0.04681919043066777	0.34485899643217377	0	0	3.985679012345679	12.202005271622776	TFDP1;CDK4;ABL1
DNA Repair	8/162	0.04727459331503994	0.34485899643217377	0	0	2.0802597402597405	6.3484997861039	ISY1;MGMT;TDG;ABL1;FANCA;TOPBP1;POLE;PIAS1
Defective F9 Activation	1/2	0.048611591911871484	0.34485899643217377	0	0	39.73218673218673	120.14589165701553	GP9
Interleukin-9 Signaling	1/2	0.048611591911871484	0.34485899643217377	0	0	39.73218673218673	120.14589165701553	JAK1
Pre-NOTCH Processing in the Endoplasmic Reticulum	1/2	0.048611591911871484	0.34485899643217377	0	0	39.73218673218673	120.14589165701553	NOTCH4
Toxicity of Botulinum Toxin Type B (botB)	1/2	0.048611591911871484	0.34485899643217377	0	0	39.73218673218673	120.14589165701553	SYT1
GPCR Downstream Signalling	15/379	0.04876439522286078	0.34485899643217377	0	0	1.6575790621592148	5.007139972220387	RAMP3;ARHGEF37;ARHGEF25;CAMK2A;LPAR1;TAAR2;ADRA1D;TSHR;TIAM2;NET1;RPS6KA2;NPY;TAS1R2;RGS12;PDE7B
Positive Epigenetic Regulation of rRNA Expression	3/34	0.050445159731211615	0.3519973117184089	0	0	3.856869772998805	11.519962751358925	MYO1C;TAF1B;H3-3A
CREB1 Phosphorylation Through NMDA Receptor-Mediated Activation of RAS Signaling	2/15	0.05134697733152319	0.3519973117184089	0	0	6.123152709359606	18.180554019788413	RPS6KA2;CAMK2A
Cardiogenesis	2/15	0.05134697733152319	0.3519973117184089	0	0	6.123152709359606	18.180554019788413	MYOCD;HEY1
Estrogen-dependent Nuclear Events Downstream of ESR-membrane Signaling	2/15	0.05134697733152319	0.3519973117184089	0	0	6.123152709359606	18.180554019788413	EGF;BCL2
Signaling by TGFB Family Members	5/82	0.051564204361598046	0.3519973117184089	0	0	2.593374367567916	7.689167138776827	CCNT2;SMAD3;TFDP1;PRKCZ;FSTL3
Senescence-Associated Secretory Phenotype (SASP)	3/35	0.05420345190881779	0.367462022250813	0	0	3.736111111111111	10.890803806284515	CDK4;RPS6KA2;H3-3A
Intra-Golgi and Retrograde Golgi-to-ER Traffic	6/111	0.056343153111876675	0.3684153745673065	0	0	2.283866382373845	6.569072433855363	DCTN2;TUBAL3;MAN2A1;KIF5A;RAB3GAP2;RAB3GAP1
Transcriptional Regulation of White Adipocyte Differentiation	4/59	0.05710828720816035	0.3684153745673065	0	0	2.901350135013501	8.30600268445441	HELZ2;EGR2;TBL1XR1;CDK4
BMAL1 CLOCK,NPAS2 Activates Circadian Gene Expression	2/16	0.057749987523027256	0.3684153745673065	0	0	5.685432793807178	16.212762916649385	HELZ2;TBL1XR1
Condensation of Prophase Chromosomes	2/16	0.057749987523027256	0.3684153745673065	0	0	5.685432793807178	16.212762916649385	NCAPG2;H3-3A
NFE2L2 Regulating Anti-Oxidant Detoxification Enzymes	2/16	0.057749987523027256	0.3684153745673065	0	0	5.685432793807178	16.212762916649385	TXNRD1;NFE2L2
NGF-stimulated Transcription	2/16	0.057749987523027256	0.3684153745673065	0	0	5.685432793807178	16.212762916649385	EGR2;TF
Scavenging of Heme From Plasma	2/16	0.057749987523027256	0.3684153745673065	0	0	5.685432793807178	16.212762916649385	HP;HPR
Sulfur Amino Acid Metabolism	2/16	0.057749987523027256	0.3684153745673065	0	0	5.685432793807178	16.212762916649385	BHMT;ADO
Synthesis of PC	2/16	0.057749987523027256	0.3684153745673065	0	0	5.685432793807178	16.212762916649385	SLC44A4;CSNK2A2
Pre-NOTCH Expression and Processing	3/36	0.0580919461423525	0.3684153745673065	0	0	3.6226711560044893	10.309137632244216	TFDP1;NOTCH4;H3-3A
Signaling by Nuclear Receptors	7/143	0.06351158550110857	0.37068927880964886	0	0	2.0583101070852283	5.673799612744992	ALDH1A3;TBL1XR1;EGF;BCL2;PRKCZ;H3-3A;ABCG1
Activation of BH3-only Proteins	2/17	0.06441245923383182	0.37068927880964886	0	0	5.3060755336617405	14.551637286910845	TFDP1;BCL2
FOXO-mediated Transcription of Oxidative Stress, Metabolic and Neuronal Genes	2/17	0.06441245923383182	0.37068927880964886	0	0	5.3060755336617405	14.551637286910845	SMAD3;NPY
PD-1 Signaling	2/17	0.06441245923383182	0.37068927880964886	0	0	5.3060755336617405	14.551637286910845	HLA-DRA;PDCD1
RHOF GTPase Cycle	2/17	0.06441245923383182	0.37068927880964886	0	0	5.3060755336617405	14.551637286910845	ESYT1;RAB7A
Uptake and Actions of Bacterial Toxins	2/17	0.06441245923383182	0.37068927880964886	0	0	5.3060755336617405	14.551637286910845	SYT1;TXNRD1
Mitotic G1 Phase and G1 S Transition	5/88	0.06589940663964865	0.37068927880964886	0	0	2.4050046339202966	6.5407127512525065	TFDP1;MAX;CDK4;ABL1;POLE
RNA Polymerase II Transcription Termination	3/38	0.06625038792947803	0.37068927880964886	0	0	3.415238095238095	9.270028433825578	DHX38;U2AF1;SRSF5
Neutrophil Degranulation	12/300	0.06825258342994969	0.37068927880964886	0	0	1.6712962962962963	4.486661747860983	ARHGAP9;TMEM63A;PTPRN2;GM2A;CALML5;ALOX5;RNASET2;HP;RAB27A;ACP3;CD33;RAB7A
RHO GTPase Effectors	7/146	0.06934074876731329	0.37068927880964886	0	0	2.0135093919876565	5.373497899489761	DAAM1;TUBAL3;KIF5A;ABL1;CENPP;PRKCZ;H3-3A
Semaphorin Interactions	3/39	0.07051545918420192	0.37068927880964886	0	0	3.320164609053498	8.804821933045245	FARP2;ERBB2;CRMP1
Formation of Fibrin Clot (Clotting Cascade)	2/18	0.07131781580660287	0.37068927880964886	0	0	4.974137931034483	13.134753943612438	GP9;TF
G0 and Early G1	2/18	0.07131781580660287	0.37068927880964886	0	0	4.974137931034483	13.134753943612438	TFDP1;MAX
RUNX2 Regulates Bone Development	2/18	0.07131781580660287	0.37068927880964886	0	0	4.974137931034483	13.134753943612438	HEY1;ABL1
Transcriptional Regulation by E2F6	2/18	0.07131781580660287	0.37068927880964886	0	0	4.974137931034483	13.134753943612438	TFDP1;MAX
Activation of NOXA and Translocation to Mitochondria	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	TFDP1
Biosynthesis of E-series 18(S)-resolvins	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	ALOX5
Biosynthesis of Lipoxins (LX)	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	ALOX5
Butyrophilin (BTN) Family Interactions	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	BTNL2
CREB Phosphorylation	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	RPS6KA2
Defective LFNG Causes SCDO3	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	NOTCH4
Defective Binding of VWF Variant to GPIb IX V	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	GP9
Defective Factor IX Causes Hemophilia B	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	GP9
Digestion of Dietary Lipid	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	CEL
Enhanced Binding of GP1BA Variant to VWF Multimer Collagen	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	GP9
Loss of MECP2 Binding Ability to the NCoR SMRT Complex	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	TBL1XR1
Microbial Modulation of RIPK1-mediated Regulated Necrosis	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	MLKL
NFE2L2 Regulates Pentose Phosphate Pathway Genes	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	NFE2L2
NFE2L2 Regulating ER-stress Associated Genes	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	NFE2L2
NFE2L2 Regulating MDR Associated Enzymes	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	NFE2L2
NFE2L2 Regulating Inflammation Associated Genes	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	NFE2L2
ROBO Receptors Bind AKAP5	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	ROBO2
RSK Activation	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	RPS6KA2
SMAD2 3 Phosphorylation Motif Mutants in Cancer	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	SMAD3
TGFBR1 KD Mutants in Cancer	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	SMAD3
Threonine Catabolism	1/3	0.07202609588264794	0.37068927880964886	0	0	19.864864864864863	52.25903203706141	SDS
Meiosis	3/40	0.07490100185427143	0.3715259616791717	0	0	3.23023023023023	8.37142594278675	CDK4;HSPA2;H3-3A
RHOG GTPase Cycle	3/40	0.07490100185427143	0.3715259616791717	0	0	3.23023023023023	8.37142594278675	ANKLE2;ESYT1;RAB7A
Transport of Mature mRNA Derived From an Intron-Containing Transcript	3/40	0.07490100185427143	0.3715259616791717	0	0	3.23023023023023	8.37142594278675	DHX38;U2AF1;SRSF5
Innate Immune System	22/644	0.07619720654389672	0.3715259616791717	0	0	1.4248704663212435	3.668229953548537	ARHGAP9;CCL22;TMEM63A;PTPRN2;CALML5;RNASET2;HP;NLRC5;RAB27A;TNFAIP3;TANK;HSP90B1;MYO1C;GM2A;GNLY;ALOX5;RPS6KA2;ABL1;BCL2;ACP3;CD33;RAB7A
Amino Acid Transport Across the Plasma Membrane	2/19	0.07845013579919914	0.3715259616791717	0	0	4.681251811069255	11.915153106657504	SLC36A1;SLC36A2
HDR Through Single Strand Annealing (SSA)	2/19	0.07845013579919914	0.3715259616791717	0	0	4.681251811069255	11.915153106657504	ABL1;TOPBP1
Meiotic Recombination	2/19	0.07845013579919914	0.3715259616791717	0	0	4.681251811069255	11.915153106657504	CDK4;H3-3A
Myogenesis	2/19	0.07845013579919914	0.3715259616791717	0	0	4.681251811069255	11.915153106657504	ABL1;CDH15
Regulation of MECP2 Expression and Activity	2/19	0.07845013579919914	0.3715259616791717	0	0	4.681251811069255	11.915153106657504	TBL1XR1;CAMK2A
Signaling by NTRK1 (TRKA)	4/66	0.0793578997609897	0.3715259616791717	0	0	2.572660491855637	6.518574432751916	EGR2;TF;RPS6KA2;MAP2K5
Cell Death Signalling via NRAGE, NRIF and NADE	3/41	0.07940432634977394	0.3715259616791717	0	0	3.1450292397660817	7.9669956942957185	TIAM2;NET1;ARHGEF37
FOXO-mediated Transcription	3/41	0.07940432634977394	0.3715259616791717	0	0	3.1450292397660817	7.9669956942957185	SMAD3;DDIT3;NPY
RAF MAP Kinase Cascade	7/152	0.08192812009752767	0.3715259616791717	0	0	1.929469429873592	4.827364650318742	ERBB3;EGF;IL2RA;CAMK2A;ERBB2;SPTB;JAK1
Bacterial Infection Pathways	3/42	0.08402266030862304	0.3715259616791717	0	0	3.0641975308641975	7.589002271399382	SYT1;TXNRD1;RAB7A
Metabolic Disorders of Biological Oxidation Enzymes	2/20	0.08579413084401186	0.3715259616791717	0	0	4.420908593322387	10.856888012932806	CYP27B1;CYP24A1
N-glycan Antennae Elongation in the Medial trans-Golgi	2/20	0.08579413084401186	0.3715259616791717	0	0	4.420908593322387	10.856888012932806	MAN2A1;MGAT5
RUNX1 Interacts With Co-Factors Whose Precise Effect on RUNX1 Targets Is Not Known	2/20	0.08579413084401186	0.3715259616791717	0	0	4.420908593322387	10.856888012932806	SMARCC2;CSNK2A2
Regulation of IFNA IFNB Signaling	2/20	0.08579413084401186	0.3715259616791717	0	0	4.420908593322387	10.856888012932806	STAT2;JAK1
Organelle Biogenesis and Maintenance	7/154	0.08639838969841458	0.3715259616791717	0	0	1.9029806436290226	4.659992817190083	HELZ2;BBS2;DYNC2I1;DCTN2;TUBAL3;TBL1XR1;CNGB1
SARS-CoV-2 Infection	8/185	0.0872186985245711	0.3715259616791717	0	0	1.8073446327683615	4.408721800253293	RPS14;CSNK1A1;MAN2A1;MGAT5;STAT2;RPN1;JAK1;IL17RA
MAPK1 MAPK3 Signaling	7/155	0.08868470842214042	0.3715259616791717	0	0	1.8900047179348924	4.578853574110072	ERBB3;EGF;IL2RA;CAMK2A;ERBB2;SPTB;JAK1
Keratinization	5/97	0.0911386052980157	0.3715259616791717	0	0	2.1685187183083396	5.194412914223006	KRT81;KRT80;KRT7;KRT86;KRT83
ATF4 Activates Genes in Response to Endoplasmic Reticulum Stress	2/21	0.09333512430985948	0.3715259616791717	0	0	4.18796992481203	9.932016827266233	DDIT3;ATF6
Aberrant Regulation of Mitotic Cell Cycle Due to RB1 Defects	2/21	0.09333512430985948	0.3715259616791717	0	0	4.18796992481203	9.932016827266233	TFDP1;CDK4
HSF1-dependent Transactivation	2/21	0.09333512430985948	0.3715259616791717	0	0	4.18796992481203	9.932016827266233	CAMK2A;HSPA2
Interleukin-2 Family Signaling	2/21	0.09333512430985948	0.3715259616791717	0	0	4.18796992481203	9.932016827266233	IL2RA;JAK1
Interleukin-20 Family Signaling	2/21	0.09333512430985948	0.3715259616791717	0	0	4.18796992481203	9.932016827266233	STAT2;JAK1
Oncogene Induced Senescence	2/21	0.09333512430985948	0.3715259616791717	0	0	4.18796992481203	9.932016827266233	TFDP1;CDK4
Phase 0 - Rapid Depolarisation	2/21	0.09333512430985948	0.3715259616791717	0	0	4.18796992481203	9.932016827266233	CAMK2A;SCN9A
RMTs Methylate Histone Arginines	2/21	0.09333512430985948	0.3715259616791717	0	0	4.18796992481203	9.932016827266233	SMARCC2;CDK4
Resolution of Abasic Sites (AP Sites)	2/21	0.09333512430985948	0.3715259616791717	0	0	4.18796992481203	9.932016827266233	TDG;POLE
Collagen Biosynthesis and Modifying Enzymes	3/44	0.0935929078824717	0.3715259616791717	0	0	2.9143631436314363	6.903545363922642	COL24A1;COL25A1;COL9A2
Cyclin E Associated Events During G1 S Transition	3/44	0.0935929078824717	0.3715259616791717	0	0	2.9143631436314363	6.903545363922642	TFDP1;MAX;CDK4
Plasma Lipoprotein Assembly, Remodeling, and Clearance	3/44	0.0935929078824717	0.3715259616791717	0	0	2.9143631436314363	6.903545363922642	CUBN;APOF;ABCG1
Post NMDA Receptor Activation Events	3/44	0.0935929078824717	0.3715259616791717	0	0	2.9143631436314363	6.903545363922642	TUBAL3;RPS6KA2;CAMK2A
RAC2 GTPase Cycle	3/44	0.0935929078824717	0.3715259616791717	0	0	2.9143631436314363	6.903545363922642	ANKLE2;ESYT1;RAB7A
Signaling by NOTCH4	3/44	0.0935929078824717	0.3715259616791717	0	0	2.9143631436314363	6.903545363922642	SMAD3;HEY1;NOTCH4
Biosynthesis of EPA-derived SPMs	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	ALOX5
Calcitonin-like Ligand Receptors	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	RAMP3
DNA Replication Initiation	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	POLE
Defective RIPK1-mediated Regulated Necrosis	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	MLKL
Defects of Platelet Adhesion to Exposed Collagen	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	GP9
Drug-mediated Inhibition of CDK4 CDK6 Activity	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	CDK4
Extrinsic Pathway of Fibrin Clot Formation	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	TF
HDL Clearance	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	CUBN
Interleukin-15 Signaling	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	JAK1
Interleukin-21 Signaling	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	JAK1
LDL Remodeling	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	APOF
Loss of Function of SMAD2 3 in Cancer	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	SMAD3
Loss of Function of TGFBR1 in Cancer	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	SMAD3
Neurotoxicity of Clostridium Toxins	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	SYT1
PI5P Regulates TP53 Acetylation	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	PIP4K2C
Prevention of Phagosomal-Lysosomal Fusion	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	RAB7A
RUNX3 Regulates BCL2L11 (BIM) Transcription	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	SMAD3
Recycling of eIF2 GDP	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	EIF2S1
Regulation of HMOX1 Expression and Activity	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	NFE2L2
Regulation of NFE2L2 Gene Expression	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	NFE2L2
Synthesis of 5-Eicosatetraenoic Acids	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	ALOX5
Uptake of Dietary Cobalamins Into Enterocytes	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	CUBN
WNT Mediated Activation of DVL	1/4	0.0948657338570418	0.3715259616791717	0	0	13.242424242424242	31.189785345691167	CSNK2A2
Diseases of Mitotic Cell Cycle	2/22	0.10105903056783574	0.3820808732622405	0	0	3.9783251231527093	9.118521975512058	TFDP1;CDK4
Interaction Between L1 and Ankyrins	2/22	0.10105903056783574	0.3820808732622405	0	0	3.9783251231527093	9.118521975512058	SCN9A;SPTB
NR1H3 & NR1H2 Regulate Gene Expression Linked to Cholesterol Transport and Efflux	2/22	0.10105903056783574	0.3820808732622405	0	0	3.9783251231527093	9.118521975512058	TBL1XR1;ABCG1
Negative Regulators of DDX58 IFIH1 Signaling	2/22	0.10105903056783574	0.3820808732622405	0	0	3.9783251231527093	9.118521975512058	NLRC5;TNFAIP3
Plasma Lipoprotein Remodeling	2/22	0.10105903056783574	0.3820808732622405	0	0	3.9783251231527093	9.118521975512058	APOF;ABCG1
Sensory Perception of Sweet, Bitter, and Umami (Glutamate) Taste	2/22	0.10105903056783574	0.3820808732622405	0	0	3.9783251231527093	9.118521975512058	SCN9A;TAS1R2
Sialic Acid Metabolism	2/22	0.10105903056783574	0.3820808732622405	0	0	3.9783251231527093	9.118521975512058	NEU4;ST8SIA1
Transcriptional Activation of Mitochondrial Biogenesis	2/22	0.10105903056783574	0.3820808732622405	0	0	3.9783251231527093	9.118521975512058	HELZ2;TBL1XR1
Transcriptional Regulation by the AP-2 (TFAP2) Family of Transcription Factors	2/22	0.10105903056783574	0.3820808732622405	0	0	3.9783251231527093	9.118521975512058	ERBB2;PITX2
Collagen Degradation	3/46	0.10358824590374137	0.38570926410370365	0	0	2.7784668389319553	6.299705141447034	COL25A1;MMP15;COL9A2
Cyclin A Cdk2-associated Events at S Phase Entry	3/46	0.10358824590374137	0.38570926410370365	0	0	2.7784668389319553	6.299705141447034	TFDP1;MAX;CDK4
Extra-nuclear Estrogen Signaling	3/46	0.10358824590374137	0.38570926410370365	0	0	2.7784668389319553	6.299705141447034	EGF;BCL2;PRKCZ
Transport of Mature Transcript to Cytoplasm	3/46	0.10358824590374137	0.38570926410370365	0	0	2.7784668389319553	6.299705141447034	DHX38;U2AF1;SRSF5
ABC-family Proteins Mediated Transport	3/47	0.10873775855933154	0.38731737059870647	0	0	2.7151515151515153	6.024422113841042	OS9;EIF2S1;ABCG1
DDX58 IFIH1-mediated Induction of Interferon-Alpha Beta	3/47	0.10873775855933154	0.38731737059870647	0	0	2.7151515151515153	6.024422113841042	NLRC5;TNFAIP3;TANK
Evasion by RSV of Host Interferon Responses	2/23	0.10895233489751617	0.38731737059870647	0	0	3.7886464930799906	8.398841227638037	STAT2;JAK1
Generation of Second Messenger Molecules	2/23	0.10895233489751617	0.38731737059870647	0	0	3.7886464930799906	8.398841227638037	ENAH;HLA-DRA
Recycling Pathway of L1	2/23	0.10895233489751617	0.38731737059870647	0	0	3.7886464930799906	8.398841227638037	TUBAL3;RPS6KA2
G1 S Transition	4/74	0.10925367776708689	0.38731737059870647	0	0	2.2775106082036776	5.0425970229930845	TFDP1;MAX;CDK4;POLE
O-linked Glycosylation	4/74	0.10925367776708689	0.38731737059870647	0	0	2.2775106082036776	5.0425970229930845	SEMA5B;POMT1;THSD7A;GALNT9
Adipogenesis	4/75	0.11330243571838473	0.38731737059870647	0	0	2.245293543438851	4.889563654652334	HELZ2;EGR2;TBL1XR1;CDK4
PI5P, PP2A and IER3 Regulate PI3K AKT Signaling	4/75	0.11330243571838473	0.38731737059870647	0	0	2.245293543438851	4.889563654652334	ERBB3;EGF;ERBB2;PIP4K2C
Oxidative Stress Induced Senescence	3/48	0.11398438748225645	0.38731737059870647	0	0	2.654650205761317	5.765087371455372	TFDP1;CDK4;H3-3A
Peptide Hormone Metabolism	3/48	0.11398438748225645	0.38731737059870647	0	0	2.654650205761317	5.765087371455372	ENPEP;KIF5A;RAB27A
Activation of Gene Expression by SREBF (SREBP)	2/24	0.1170020740256249	0.38731737059870647	0	0	3.6162113748320643	7.758811559487705	HELZ2;TBL1XR1
Assembly and Cell Surface Presentation of NMDA Receptors	2/24	0.1170020740256249	0.38731737059870647	0	0	3.6162113748320643	7.758811559487705	TUBAL3;CAMK2A
Regulation of MITF-M-dependent Genes Involved in Pigmentation	2/24	0.1170020740256249	0.38731737059870647	0	0	3.6162113748320643	7.758811559487705	SMARCC2;RAB27A
Activation of PUMA and Translocation to Mitochondria	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	TFDP1
BH3-only Proteins Associate With and Inactivate Anti-Apoptotic BCL-2 Members	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	BCL2
Biosynthesis of Maresins	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	ALOX5
Cellular Response to Mitochondrial Stress	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	EIF2S1
DNA Damage Reversal	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	MGMT
Disorders of Developmental Biology	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	TBL1XR1
Disorders of Nervous System Development	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	TBL1XR1
Estrogen-stimulated Signaling Through PRKCZ	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	PRKCZ
GLI Proteins Bind Promoters of Hh Responsive Genes to Promote Transcription	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	GLI1
Loss of Function of MECP2 in Rett Syndrome	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	TBL1XR1
Maturation of hRSV A Proteins	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	CSNK2A2
Nucleotide Biosynthesis	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	DHODH
OAS Antiviral Response	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	OAS1
Pervasive Developmental Disorders	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	TBL1XR1
RUNX3 Regulates CDKN1A Transcription	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	SMAD3
Role of ABL in ROBO-SLIT Signaling	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	ABL1
Signaling by TGF-beta Receptor Complex in Cancer	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	SMAD3
Uptake and Function of Diphtheria Toxin	1/5	0.11714458217325759	0.38731737059870647	0	0	9.931203931203932	21.29594102033903	TXNRD1
Diseases of Glycosylation	5/105	0.11716951428338496	0.38731737059870647	0	0	1.9940446650124068	4.275498071858451	SEMA5B;NOTCH4;OMD;POMT1;THSD7A
Signaling by NTRKs	4/76	0.11741665965250715	0.38731737059870647	0	0	2.213971397139714	4.742385351127845	EGR2;TF;RPS6KA2;MAP2K5
PPARA Activates Gene Expression	4/77	0.12159511089892333	0.3971029701449888	0	0	2.183507391835074	4.600777846203534	TIAM2;HELZ2;TBL1XR1;TXNRD1
RHOA GTPase Cycle	4/77	0.12159511089892333	0.3971029701449888	0	0	2.183507391835074	4.600777846203534	NET1;ARHGAP9;DAAM1;ARHGEF25
Regulation of Lipid Metabolism by PPARalpha	4/77	0.12159511089892333	0.3971029701449888	0	0	2.183507391835074	4.600777846203534	TIAM2;HELZ2;TBL1XR1;TXNRD1
Transcriptional Regulation by RUNX1	5/107	0.1241749911946972	0.40340666229030536	0	0	1.9547024765241083	4.077633467937703	SMARCC2;IL2RA;CSNK2A2;ABL1;H3-3A
Chaperonin-mediated Protein Folding	3/50	0.12475648559130502	0.40340666229030536	0	0	2.541371158392435	5.289588472266125	TUBAL3;CSNK2A2;KIFC3
Protein Folding	3/50	0.12475648559130502	0.40340666229030536	0	0	2.541371158392435	5.289588472266125	TUBAL3;CSNK2A2;KIFC3
